,Song,Artist,songID
10055,La charanga,Juan Pardo,"['In a Silent Way - LP Mix', ['Miles Davis'], '54a3lHJAwce1dOKrsDPEHv']"
10056,In the year 2525,Zager & Evans,"['Panic in Detroit - 2013 Remaster', ['David Bowie'], '39H1xVrwxDjeIzq4WMYIod']"
10057,"Sugar, sugar",The Archies,"['Easy Easy', ['King Krule'], '35rf8iduzQ7vd8hFbDlv0o']"
10058,El abuelo Vítor,Víctor Manuel,"['Oh My God', ['Alec Benjamin'], '44I5NYJ7CGEcaLOuG2zJsU']"
10059,Venus,Shocking Blue,"['Caught Up In the Rapture', ['Anita Baker'], '5z1Yde01fIsC6NaswUXbDI']"
10060,Gwendolyne,Julio Iglesias,"['Feel the Pain', ['Dinosaur Jr.'], '28c4nfBHdb3xviamRCEsIe']"
10061,Un rayo de sol,Los Diablos,"['World Destruction', ['Time Zone', 'John Lydon', 'Afrika Bambaataa'], '6ZesTtqqoWL0DjsnsgaXSP']"
10062,Corpiño xeitoso,Andrés do Barro,"['Dr. Feelgood', ['Mötley Crüe'], '3U6sjwor2GyL9gwiolSi1Q']"
10063,El condor pasa (If I could),Simon and Garfunkel,"[""Talkin' Bout a Revolution"", ['Tracy Chapman'], '0YMFcrMtBowDdD5bPz0cgy']"
10064,Yellow river,Christie,"['The Reflex - Single Version; 2010 Remaster', ['Duran Duran'], '4sz1Ng2Cgidfqqiy0pNL6R']"
10065,Naveriña do mar,María Ostiz,"['#5 Go Bang! (Francois K Mix)', ['Dinosaur L'], '0AMaxjIb2kvR59OcGTmwj8']"
10066,Quiero abrazarte tanto,Víctor Manuel,"['Foggy Notion', ['The Velvet Underground'], '1zeLiWI2FakWUHNbvw4Na5']"
10067,"Te quiero, te quiero",Nino Bravo,"['Numb', ['Linkin Park'], '2nLtzopw4rPReszdYBJU6h']"
10068,"Te quiero, te quiero",Nino Bravo,"[""L'homme pressé"", ['Noir Désir'], '1WmRoyqs7FqumQW4t7OFyz']"
10069,Candida,Dawn,"['Wagon Wheel', ['Darius Rucker'], '3xdjjKMcMOFgo1eQrfbogM']"
10070,My sweet lord,George Harrison,"['The Last of the Famous International Playboys - 2010 Remaster', ['Morrissey'], '1idZSAVHfLPQq9tDTYhnIA']"
10071,Qué será (Che sara'),Jose Feliciano,"['Let Me Blow Ya Mind', ['Eve', 'Gwen Stefani'], '3RmKpob8xzv1pzHEQrMJah']"
10072,Theme from Love story,Francis Lai,"['U Got the Look', ['Prince'], '2X6okzhnNPSzh9yxDMHHe3']"
10073,Baby jump,Mungo Jerry,
10074,En mis sueños,Blume,"['Dirty Dancing', ['Elyamont'], '02qlyQNG1CoAMOPYQ3aTxO']"
10075,Borriquito,Peret,"['Gold Dust Woman - 2004 Remaster', ['Fleetwood Mac'], '1cioTI6lHVmW4UWKEi8ChG']"
10076,Sing sing Barbara,Laurent & The Mardi Grass,"['Still I Rise', ['Big Sean', 'Dom Kennedy'], '3g6O5Hs8hOej37XxoTrVDU']"
10077,Brown sugar,The Rolling Stones,"['Original Sin', ['INXS'], '3STinUpwNebQI95obNB738']"
10078,Yo confieso,Mari Trini,"['On Call (feat. Ty Dolla $ign)', ['Trey Songz', 'Ty Dolla $ign'], '0QdKGYDbgSPgKouhzIARuN']"
10079,Historia de amor (Love story),Astrud Gilberto,"['Nights On Broadway', ['Bee Gees'], '4JjcCdm0RSPuvQWnZyrNkm']"
10080,Carmen,Trébol,"['Slavery Days', ['Burning Spear'], '2xYUmiqMOw2deOABJ1f67h']"
10081,"Help, ayúdame",Tony Ronald,"['Debris - 2015 Remaster', ['Faces'], '2pmTqCOXhSogfhSuAOrbQ8']"
10082,Mammy blue,Joel Dayde,"['Take My Hand, Precious Lord', ['Jim Reeves'], '4MssE6SQAwfVlbvC4bwI6d']"
10083,Get it on,T. Rex,"['New York City Boy - 2017 Remaster', ['Pet Shop Boys'], '7KeoeLwqtTIIgeHkvgxkeT']"
10084,Maggie May,Rod Stewart,"['Only in My Dreams', ['The Marías'], '190IqlryWu91WBKeDgZqZz']"
10085,Pandeirada,Andrés do Barro,"['Comfy In Nautica', ['Panda Bear'], '4DjLXaUaqbm70uguXzDJmm']"
10086,Manda Christmas,Los Diablos,"['50ft Queenie', ['PJ Harvey'], '3fJprjhRxTVtOp18EHdNfu']"
10087,Manda Christmas,Los Diablos,"['Lost Someone', ['Lifting Tales'], '6DWedrmb0hshDh6cMqui8h']"
10088,El chico de la armónica,Micky,"['The Payoff Mix', ['Steinski', 'Double Dee'], '5A8B8mR2bUF7f4DfaSltbF']"
10089,The witch queen of New Orleans,Redbone,"['Crying Lightning', ['Arctic Monkeys'], '21sa0bWFqOFEYPtahlt4Lt']"
10090,The mouth organ boy,Micky,"['Fox On The Run', ['Sweet'], '66gG8RzSA2sVQwME8e43wX']"
10091,"Hello, Buddy",The Tremeloes,"['The Wagon', ['Dinosaur Jr.'], '03MdJTsNPqVeh0N0aum2Kr']"
10092,El refugio,Miguel Ríos,"['Laughing on the Outside', ['Bernadette Carroll'], '3DofkfU0559aayAElVjEIr']"
10093,Soley soley,Middle of the Road,"['Nothing But A Heartache', ['The Flirtations'], '1b63ryTONnLSP14Oytqp6p']"
10094,Yo no soy esa,Mari Trini,"['Suicide Blonde', ['INXS'], '3DPyS3odFIWQ3E2IFqHEdG']"
10095,Un beso y una flor,Nino Bravo,"['Ferry Cross the Mersey - Mono; 2002 Remaster', ['Gerry & The Pacemakers'], '4aSw1QJIMwYSoDEgzgdCJL']"
10096,I love you baby,Tony Ronald,"['One More Hour', ['Tame Impala'], '0mO6oS60RST2sWmN2FKknP']"
10097,Ve con él,Basilio,"['Survivor', [""Destiny's Child""], '2Mpj1Ul5OFPyyP4wB62Rvi']"
10098,"Oh, oh, July",Los Diablos,"['Push It', ['Salt-N-Pepa'], '6sT9MWlJManry3EQwf4V80']"
10099,Adiós tristezas,Micky,"['Fernando', ['Cher', 'Andy Garcia'], '1V9zWcD0PpWlFa42vCErzm']"
10100,Mátame,Arena Caliente,"['Osez Joséphine', ['Alain Bashung'], '3XJG4svqKswsr2ixWNgjg1']"
10101,Por el amor de una mujer,Julio Iglesias,"['Crazy Horses', ['The Osmonds'], '6LqbJXriVJyqJCd9jYoPqP']"
10102,Tiempo feliz (Splendit times),Marisol,"['Boombastic', ['Shaggy'], '4fxF8ljwryMZX5c9EKrLFE']"
10103,Take me bak 'ome,Slade,"['Vapour Trail - 2001 Remaster', ['Ride'], '58AWfmYbSeMywgJtXkey7Q']"
10104,Cantares,Miguel Ríos,"['There She Goes Again', ['The Velvet Underground', 'Nico'], '7qOVMMY0couqt76ObwY947']"
10105,"Amor, háblame dulcemente (Tema de amor de ""El Padrino"")",Andy Williams,"['She Blinded Me With Science - 2009 Remastered Version', ['Thomas Dolby'], '6y9VZNRczyKeQihebHSMJ8']"
10106,Woman to woman,Joe Cocker,"[""I'm A Cuckoo"", ['Belle & Sebastian'], '729m4QKLjNwjFdmSPSrJ1E']"
10107,Por si tú quieres saber,Jairo,"[""I'll Be You - 2008 Remaster"", ['The Replacements'], '4J5VFtuLhbgKhz6UKkABXR']"
10108,Amor amar,Camilo Sesto,"['Lazarus', ['David Bowie'], '3Vn9oCZbdI1EMO7jxdz2Rc']"
10109,Pardon me sir,Joe Cocker,"['Who Do You Love - Pt. 1', ['Quicksilver Messenger Service'], '14hykKy6TC9y6chiptCtje']"
10110,Charly,Santabárbara,"['Heart Full of Soul', ['The Yardbirds'], '0AiuEo7FCxP2y2WTOpLPe5']"
10111,Forever and ever,Demis Roussos,"['Who Can It Be Now?', ['Men At Work'], '5rfJ2Bq2PEL8yBjZLzouEu']"
10112,Get down,Gilbert O'Sullivan,"[""I'm A Loser - Remastered 2009"", ['The Beatles'], '7wC4EW11mBVxDK3xdC7FTf']"
10113,Eva María,Fórmula V,"[""A Lover's Concerto"", ['The Toys'], '1gcY3t8AODYm42HsxVPo8R']"
10114,Todo por nada,Camilo Sesto,"['A Wolf At the Door', ['Radiohead'], '66cuLvkHsW7dNkfNk6gQP9']"
10115,"América, América",Nino Bravo,"['The Boiler Room', ['Jarv & Thief'], '1Z7pxrwOvN4UIdmXgeZS6r']"
10116,La estrella de David,Juan Bau,"['Egyptian Shumba', ['The Tammys'], '3URfn21oTyGF6rIuhHsBJw']"
10117,La estrella de David,Juan Bau,"['Under the Bridge', ['Red Hot Chili Peppers'], '3d9DChrdc6BOeFsbrZ3Is0']"
10118,48 Crash,Suzi Quatro,"['Mercy, Mercy, Mercy - Live', ['The Cannonball Adderley Quintet'], '11zSX1BLCSxmbJxsZ9Yg15']"
10119,"Una, dos y tres",Patxi Andión,"[""I'm Your Puppet"", ['James & Bobby Purify'], '6H8WMHCov3QGaPLbpOMpcJ']"
10120,Photograph,Ringo Starr,"['Smokebelch II (Beatless Mix)', ['The Sabres Of Paradise'], '0WvOTOVdItdQgWB6hEvIqQ']"
10121,La distancia,Roberto Carlos,"[""Lovin' You Is Fun"", ['Easton Corbin'], '5qNkZdbdfL9tQm1ppZmUrW']"
10122,Ballroom blitz,Sweet,"['A 1000 Times', ['Hamilton Leithauser', 'Rostam'], '4GkS17JdvJY5vnsYqTGPG2']"
10123,Devil gate drive,Suzi Quatro,"['Wild Is the Wind - 1998 Remaster', ['David Bowie'], '6tpe32gz7pRkpYhPe4ZX9X']"
10124,"Someday, somewhere",Demis Roussos,"['Laredo', ['Chris Cagle'], '1FPdKaYo5DK8oxCwkUq0GS']"
10125,Ayudadme,Camilo Sesto,"['Hard in Da Paint', ['Waka Flocka Flame'], '3XQY8kDjI8LARMIC9xkxQk']"
10126,Tómame o déjame,Mocedades,"['Boogie On Reggae Woman', ['Stevie Wonder'], '1xTfQiHbhB2Bj2B9dlAojb']"
10127,Tomame o dejame,Mocedades,"['Toxic Girl', ['Kings of Convenience'], '3SGobyjsonmpTsr3M3qyLK']"
10128,Conversaciones conmigo mismo,Juan Pardo,"['Bruxelles', ['Jacques Brel'], '59WXHDFg1A9ICHt4l2NZvG']"
10129,Todo el tiempo del mundo,Manolo Otero,"['Tempo (feat. Missy Elliott)', ['Lizzo', 'Missy Elliott'], '6nBQFAIVFmAx2oZ8p6lUg6']"
10130,Actitudes,Roberto Carlos,"['Takeover', ['JAY-Z'], '135lkyQRwFlWfmHjJTxtld']"
10131,Actitudes,Roberto Carlos,"['Señorita', ['Shawn Mendes', 'Camila Cabello'], '0TK2YIli7K1leLovkQiNik']"
10132,Hi-Jack,Barrabás,"['If You See Her, Say Hello', ['Bob Dylan'], '3xNO6JUk9ySYjxuqzcZYRB']"
10133,Neniña,Pepe Domingo Castaño,
10134,Quédate,Miguel Gallardo,"['Your Ex-Lover Is Dead', ['Stars'], '5oSSFX46m6u3UFLoouLlTw']"
10135,I can help,Billy Swan,"[""If I Can't Change Your Mind"", ['Sugar'], '0b4Vn9aOGowJ3xr4SII7n6']"
10136,"You're the first, the last, my everything",Barry White,"['Panda', ['Desiigner'], '275a9yzwGB6ncAW4SxY7q3']"
10137,El Bimbo,Georgie Dann,"['Wrapped Around Your Finger - Remastered 2003', ['The Police'], '7CWh09VLDQRfj1kuUdrxm7']"
10138,Ven otra vez,Toni Artis,"['The Dark Of The Matinée', ['Franz Ferdinand'], '5BWMtYr3qsILJaxqnhnkbj']"
10139,Caballo negro,Manolo Sanlúcar,"['Trip II the Oc', ['ESPRIT 空想'], '5cWLgmgEhohRW793JkPDsm']"
10140,Y te vas,José Luis Perales,"['Sunny', ['Boney M.'], '3pf96IFggfQuT6Gafqx2rt']"
10141,Melina,Camilo Sesto,"['Fascination Street - Extended Mix; 2018 Remaster [Remastered]', ['The Cure', 'Mark Saunders', 'Robert Smith'], '1axBAJc0BqOx8FsZ8lkPSf']"
10142,Una paloma blanca,George Baker Selection,"['Sirens', ['The String Cheese Incident'], '54rQxr2XJZ4vf0mRyGsqAo']"
10143,"Saca el güisky, Cheli",Desmadre 75,"[""O'Carolan's Farewell to Music"", [""Turlough O'Carolan"", 'Gwenael Micaut', 'Kieran Fahy'], '6mpMUlWkHMee9Bnk0hlcW9']"
10144,Feelings (Spanish version),Morris Albert,"['My Sister', ['Reba McEntire'], '21gIIm2pGR0VK36gLVvY26']"
10145,El solitario,Nubes Grises,"['Tupelo Honey', ['Van Morrison'], '5G4W4UzaJIpYl0ar95Cs17']"
10146,The hustle,Van McCoy & The Soul City Symphony,"['Oh, Carolina', ['NEEDTOBREATHE'], '75Vc1ge16jlwRmEGCqCc6l']"
10147,One of these nights,The Eagles,"['Hacker', ['Death Grips'], '7y8X0Z04gJCKtfrnSAMywJ']"
10148,Secretaria,Mocedades,"[""Baby, I'm Jealous (feat. Doja Cat)"", ['Bebe Rexha', 'Doja Cat'], '2fTdRdN73RgIgcUZN33dvt']"
10149,"Amor, amor",Lolita,"[""Don't Save Us From The Flames"", ['M83'], '1F1oSc7mdgcqZGO1zSWtWc']"
10150,"Vete, vete",Daniel Velázquez,"[""Somethin' Stupid"", ['Frank Sinatra', 'Nancy Sinatra'], '4feXcsElKIVsGwkbnTHAfV']"
10151,Que no soy yo,Joan Baptista Humet,"['Life In a Glasshouse', ['Radiohead'], '29yXMFKIrY1fFY4DYBVZCu']"
10152,Hoy tengo ganas de tí,Miguel Gallardo,"['Lightning Bolt', ['Jake Bugg'], '79DO6dBi8936P6EShLB209']"
10153,Natacha y yo,Juan Bau,"['Main Offender', ['The Hives'], '4N9NC8JCz2hSimtbspc6Ng']"
10154,Jamás,Camilo Sesto,"['Smoke! Smoke! Smoke! (That Cigarette)', ['Tex Williams'], '7nskxCYXAwoKiJkZzUMcJo']"
10155,Quisiera decir tu nombre,José Luis Perales,"['Mmm Mmm Mmm Mmm', ['Crash Test Dummies'], '76nvqWPFucUra1xCkN1tnD']"
10156,Sabato pomeriggio,Claudio Baglioni,"['Till the World Ends', ['Britney Spears'], '38iU2jg98IZZEIJPrP7aWD']"
10157,Disco stomp,Hamilton Bohannon,"['Knock on Wood - 7"" Edit', ['Amii Stewart'], '7vMRj40Rw8PPgZiDcbyUdj']"
10158,Propuesta,Roberto Carlos,"['Cannonball', ['The Breeders'], '2hjGuRIEfEGzQ5MEWLowiU']"
10159,Júrame,Juan Camacho,"['Only the Wild Ones', ['Dispatch'], '0ErpHxNt1kTyCQGlh43wr1']"
10160,Si no te amase,Junior,"['Down On My Luck', ['VIC MENSA'], '0fRsAGSCbEjdSYM1U3NYx2']"
10161,Esa eres tu,Danny Daniel,
10162,Adiós,Tony Landa,"['Planet Earth II Suite', ['Hans Zimmer', 'Jacob Shea', 'Jasha Klebe'], '0PnLxRZKlGsla3Mbg7xMOd']"
10163,Echame a mí la culpa,Albert Hammond,"['New Dawn Fades - 2007 Remaster', ['Joy Division'], '5EabbLQZbdhCqG6aK9PFLU']"
10164,Getsemaní,Camilo Sesto,"['Breathless', ['The Corrs'], '5OQGeJ1ceykovrykZsGhqL']"
10165,"Háblame del mar, marinero",Marisol,"['King Porter Stomp - 1992 Remastered', ['Benny Goodman'], '1sy38MXIDZOE0VS7qR076p']"
10166,El sur,Los Puntos,"['Groovy Train', ['The Farm'], '1ysmnwsl0Z1xwokMMx0LLL']"
10167,¿Quién compra una canción?,Sergio y Estibaliz,"['Unforgettable', ['French Montana', 'Swae Lee'], '3B54sVLJ402zGa6Xm4YGNe']"
10168,Europa (Earth's cry heaven's smile),Santana,"[""It's Too Late"", ['Carole King'], '12q3V8ShACq2PSWINMc2rC']"
10169,Solo tú,Camilo Sesto,"['Dandelions', ['Ruth B.'], '2eAvDnpXP5W0cVtiI0PUxV']"
10170,Tú y yo,Cecilia,"['Cochise', ['Audioslave'], '1TDk2Jmi4dVZhm2dum3Jim']"
10171,Si tu fueras mi mujer,Lorenzo Santamaría,"['Sister Havana', ['Urge Overkill'], '6E8hhcSnvtevktpFSnHmjK']"
10172,O tú ó nada,Pablo Abraira,"['Jet Airliner', ['Steve Miller Band'], '2zI3bUYn2pcF27of6i2oqK']"
10173,Fantasía,Juan Bau,"['Back That Azz Up', ['Juvenile', 'Lil Wayne', 'Mannie Fresh'], '6o2g1BJvtYQssH84kBYs7y']"
10174,Nada va a cambiar el mundo,Los Ángeles,"['On the Other Hand', ['Randy Travis'], '5MkOctZG8LI9uHzpY7ncWj']"
10175,"No, no hay nadie más",Ángela Carrasco,"['The Green Manalishi (With the Two Pronged Crown)', ['Judas Priest'], '7vix78VAZBiWLLHPoTnYdy']"
10176,Dónde están tus ojos negros,Santabárbara,"['Stand By Me - Remastered 2010', ['John Lennon'], '3ntrdR24dLkKrzSGRv1FlH']"
10177,De amor ya no se muere,Gianni Bella,"['Pocket Calculator - 2009 Remaster', ['Kraftwerk'], '6bDRVbdZEyBnmOX0Yjh5rf']"
10178,Don't go breaking my heart,Elton John,"['Boogie Nights', ['Heatwave'], '20zOIoex7YchUh87d8tlvg']"
10179,Libertad sin ira,Jarcha,"[""I Won't Back Down"", ['Tom Petty'], '7gSQv1OHpkIoAdUiRLdmI6']"
10180,Libertad sin ira,Jarcha,"['Appetite For Destruction', ['N.W.A.'], '3OMqeZU9lQGimMwMjPvBsp']"
10181,Terciopelo,Joan Baptista Humet,"['Everybody Has a Dream - Single Version', ['The Manhattans'], '2hBKHQghghUlDCuM95c0pd']"
10182,Memorias,Camilo Sesto,"['Glycerine', ['Bush'], '7wpYSigAhQeZp3cdsMQ3Af']"
10183,Otro ocupa mi lugar,Miguel Gallardo,"['Ten Storey Love Song', ['The Stone Roses'], '0se4Vq1NigeLfnnd8xI91p']"
10184,If you leave me now,Chicago,"['City Slang - The Best Stuff You Havent Heard', [""Sonic's Rendezvous Band""], '2btWvfhvg9qn2ApUIl4GCE']"
10185,Y te amaré,Ana y Johnny,"['Mardi Gras in New Orleans - Mono', ['Professor Longhair'], '21cQzMJzLseYq3Q0Di3XqK']"
10186,Ella,Luis Fierro,"[""Maggie's Farm"", ['Rage Against The Machine'], '2t0tVmiSkHWvKgojpjO21Z']"
10187,Si...,José Luis Perales,"['Possession', ['Sarah McLachlan'], '0oPZm6DNVj4rv5uGOw2w7q']"
10188,Gavilán o paloma,Pablo Abraira,"[""When the Music's Over"", ['The Doors'], '42dsUTJpzMWUJfEkzsbKWl']"
10189,Solo era un niño,Mocedades,
10190,Linda,Miguel Bosé,"['Cars and Girls', ['Yvette Young', 'So Much Light'], '1BbICvFlL56R0CUeckUYLg']"
10191,Morir al lado de mi amor,Demis Roussos,"['New York State of Mind', ['Billy Joel'], '6yjKlmm7vOszkXEUku1EM1']"
10192,Eres toda una mujer,Albert Hammond,"['Je Vous Emmerde', ['Philippe Katerine'], '4lzmNJGxMmxswNjmM8bP5u']"
10193,Mi buen amor,Camilo Sesto,"['Bennie And The Jets - Remastered 2014', ['Elton John'], '5Wj1rJnCLpMHdLaxsFtJLs']"
10194,Te quiero con locura,Mari Trini,"['I\'m Free (Heaven Helps the Man) - From ""Footloose"" Soundtrack', ['Kenny Loggins'], '03xU1bLqUkwo4ae3flK5Di']"
10195,Desnúdate,Miguel Gallardo,"['Ready for Love - 2015 Remaster', ['Bad Company'], '08JVaI77aIffN0wNjTOG4b']"
10196,Cisne cuello negro,Basilio,"['Space Song', ['Beach House'], '7H0ya83CMmgFcOhw0UB6ow']"
10197,Rockollection (Part 1),Laurent Voulzy,
10198,Credo (De la Misa campesina nicaragüense),Elsa Baeza,"['Requiem', ['Laura Dreyfuss', 'Michael Park', 'Jennifer Laura Thompson'], '6WYHJTCeO3kyRfRmQW9enw']"
10199,Give a little bit,Supertramp,"[""Get Me Away From Here, I'm Dying"", ['Belle & Sebastian'], '5KJODqBbl51eURh8cLq0n5']"
10200,Bellísimo,Gonzalo,"['Fly Me To The Moon (In Other Words)', ['Frank Sinatra', 'Count Basie'], '5b7OgznPJJr1vHNYGyvxau']"
10201,Bellísimo,Gonzalo,"[""Drinkin' Wine Spo-Dee-O-Dee"", ['Jerry Lee Lewis'], '4JozHIQp7ZuG9RGgCJCmzl']"
10202,Terminado,Albert Hammond,"[""i'm so tired..."", ['Lauv', 'Troye Sivan'], '4vjpLMyL3ZO6aphdYr8XYw']"
10203,Si me amaras,Albert Hammond,"['High Noon', ['Toby Tranter'], '3sNqYwfJouzHRW5o2Or6jS']"
10204,Llamarada,Lorenzo Santamaría,"[""Let's Groove"", ['Earth, Wind & Fire'], '3koCCeSaVUyrRo3N2gHrd8']"
10205,Y no,Camilo Sesto,"['Leave Home', ['The Chemical Brothers'], '4mFDB35IaTzrzqMn4spMqo']"
10206,Abrázame y quiéreme,Paolo Salvatore,"['Popscene - 2012 Remaster', ['Blur'], '3ZYYnEBVTsMutqF8zDF5Vw']"
10207,Niña,Sandro Giacobbe,"['You Better You Bet', ['The Who'], '58RWYT5MGo8e4Y3WAZHh9g']"
10208,Amor mío ¿cómo estás?,Miguel Bosé,"['The Stars Of Track And Field', ['Belle & Sebastian'], '6eoOaVsNyQUDYajnylh2y9']"
10209,Stayin' alive,Bee Gees,"['1977', ['Ana Tijoux'], '7tOAN6w4a1LD0iqkRnIrhZ']"
10210,Cara de gitana,Daniel Magal,"['Shake Ya Ass', ['Mystikal'], '1jRzdY7oUBOhrylNtiMtBD']"
10211,Necesito un trago,Tequila,"[""Can't Take My Eyes off You"", ['Frankie Valli'], '6ft9PAgNOjmZ2kFVP7LGqb']"
10212,Fue tan poco tu cariño,El Mariachi de América,"['Up With People', ['Lambchop'], '6bpoT40Qtoxdzu15UYHq9V']"
10213,Gorrión,Miguel Gallardo,"['Twenty Four Hours From Tulsa', ['Gene Pitney'], '5FxPUjVlH62XfPoa1UrFWA']"
10214,El boxeador,Laredo,"['Bonzo Goes to Bitburg', ['Ramones'], '2j3PFZXmenUxgjjBUIod7F']"
10215,Solo tú (Spanish version),Matia Bazar,"['25 or 6 to 4 - 2002 Remaster', ['Chicago'], '7GqIDx2QVGOpd4r1fZaUUW']"
10216,Anna,Miguel Bosé,"['The Shining', ['Badly Drawn Boy'], '2PojSoZ94AIzp7fsz6wtMt']"
10217,Night fever,Bee Gees,
10218,Rivers of Babylon,Boney M.,"['Melody Day - Four Tet Remix', ['Caribou', 'Luke Lalonde', 'Adem', 'One Little Plane'], '2VpbXHtCshxYHMun0CZCh5']"
10219,¿Quién te cantará?,Mocedades,"['Bury Our Friends', ['Sleater-Kinney'], '2MycpboRozeeoFNqWGrnak']"
10220,Esperanzas,Los Pecos,"[""I Can't Stand Up For Falling Down"", ['Elvis Costello & The Attractions'], '2Hd2wSNaIujq6CYVp2wLl6']"
10221,Espinita,Albert Hammond,"['4D - Remix', ['Renegade Android', 'Venetian Snares'], '2KxGTzmLcLLcDxoSXhuTUw']"
10222,Got a feeling,Patrick Juvet,"['Just the Two of Us (feat. Bill Withers)', ['Grover Washington, Jr.', 'Bill Withers'], '1ko2lVN0vKGUl9zrU0qSlT']"
10223,FM (No static at all),Steely Dan,"['Stereo Hearts (feat. Adam Levine)', ['Gym Class Heroes', 'Adam Levine'], '0qOnSQQF0yzuPWsXrQ9paz']"
10224,You're the one that I want,John Travolta,"['Cecilia', ['Simon & Garfunkel'], '6QhXQOpyYvbpdbyjgAqKdY']"
10225,Tu,Umberto Tozzi,
10226,Rasputin,Boney M.,"['The Crystal Ship', ['The Doors'], '0gWvVB4bGvADocoPMEDy3K']"
10227,Terciopelo y fuego,Falcons,"['Walls Come Tumbling Down', ['The Style Council'], '00cn1ynXQhURwsgv69fN0b']"
10228,Terciopelo y fuego,Falcons,"['Romance Garbage', ['Fatboibari'], '1KnJwmgLyBfB7u920qLbEq']"
10229,It's downtown,New Trolls,"['Loving Cup', ['The Rolling Stones'], '34OzAaQeAWlFnZBSyUAtRh']"
10230,One chain (Don't make no prison),Santana,"['Institutionalized', ['Suicidal Tendencies'], '7G83ZwD2msTtFaBQExc8QB']"
10231,Acordes,Los Pecos,"['Mr Loverman', ['Ricky Montgomery'], '0MF5QHFzTUM2dYm6J7Vngt']"
10232,Sgt. Pepper's lonely hearts club band,The Beatles,"['A Ella', ['KAROL G'], '3LuFZ27cBoAbdWo4CIrxdM']"
10233,Y.M.C.A.,Village People,"['Sister Golden Hair', ['America'], '5VSAonaAPhhGn0G7hMYwWK']"
10234,El amor de mi vida,Camilo Sesto,"['Pass The Dutchie', ['Musical Youth'], '1BkY0N8ChFk2mdLbAUu8ZK']"
10235,Da ya think I'm sexy?,Rod Stewart,"['Let There Be Rock', ['AC/DC'], '753KutoAy00apPsplMRetG']"
10236,Too much heaven,Bee Gees,"['Best of My Love', ['The Emotions'], '2M2WJ7gBlcKNxdhyfPp9zY']"
10237,Una historia,Triana,"['Award Tour', ['A Tribe Called Quest'], '5YTM7OgQDt9EJAYcfHLniJ']"
10238,Tragedy,Bee Gees,"['Free Jazz - Pts. 1 & 2', ['Ornette Coleman'], '6V8P6r0oHuTorKcoDYN0mv']"
10239,Chiquitita (Spanish version),ABBA,"['English Rose', ['Ed Sheeran'], '2tLqh0Y49XoaM8fYz1VFR5']"
10240,Born to be alive,Patrick Hernandez,
10241,Quién será,Camilo Sesto,"['Since I Lost My Baby', ['The Temptations'], '1uzcPl4GZSU9Ysl1ZcMLTb']"
10242,Súper Supermán,Miguel Bosé,"['Love Rollercoaster', ['Ohio Players'], '1hRDHWWealh2Pk3fnpIe75']"
10243,Gloria,Umberto Tozzi,"['Caravan - 2013 Remaster', ['Van Morrison'], '1US01PIcb3RFVrcN8mO8CS']"
10244,Soy un corazón tendido al sol,Víctor Manuel,"['18 with a Bullet', ['Mr. Knightowl'], '5QzSuSxo9zBmCvUJ68vLv6']"
10245,El amor,José Luis Perales,
10246,No lastimes más,Rocío Dúrcal,"['Harper Valley PTA', ['Dolly Parton'], '43vto7McP8RTBjhOK0cyFa']"
10247,Lady writer,Dire Straits,"['Everybody Loves Somebody', ['Dean Martin'], '5I9sHwLDX28tLtzVgKLtpr']"
10248,Agapimú,Ana Belén,"['Los Dinosaurios', ['Charly García'], '57GfKwny69x61eU3oKwcbP']"
10249,Me vuelvo loco,Tequila,"['Stolen Car', ['Beth Orton'], '7fj8gxs9E3xuTYJQd5pTjG']"
10250,Me vuelvo loco,Tequila,"['Saturday Night Special', ['Lynyrd Skynyrd'], '0ZQmpf5gk4k5VMopcAtyAc']"
10251,Sin amor,Iván,"['I Knew You Were Trouble.', ['Taylor Swift'], '72jCZdH0Lhg93z6Z4hBjgj']"
10252,Man gave name to all the animals,Bob Dylan,"['I Walked with a Zombie', ['Roky Erickson'], '5WjGaYhbm2c0KoNH7uhem5']"
10253,La culpa ha sido mía,Camilo Sesto,"[""I Think I'm Paranoid"", ['Garbage'], '7fFJ4nfi1mnQ10J8YAu9Di']"
10254,Háblame de ti,Los Pecos,"['This Train is Bound for Glory', ['Old Crow Medicine Show', 'Joel Rafael', 'Jimmy LaFave', 'Donovan', 'Rosanne Cash', 'John Leventhal', 'Sweet Honey In The Rock', 'Lucinda Williams', 'Judy Collins', 'Tom Morello', 'Ani DiFranco', 'Ry Cooder', 'Dan Gellert', 'Jackson Browne', 'The Del McCoury Band', 'Tony Trischka', ""Tim O'Brien"", 'John Mellencamp', ""Ramblin' Jack Elliott""], '7mfn1O2YQifrW5nZhAhCGL']"
10255,Como yo te amo,Rocío Jurado,"['Pony', ['Ginuwine'], '6mz1fBdKATx6qP4oP1I65G']"
10256,Bailad,Red de San Luis,"['Waterfront - 2002 Mix', ['Simple Minds'], '3Mw3lZoplwJrVE5Qz7XRUx']"
10257,¿Quién puso más?,Víctor Manuel,"['Wrecking Ball', ['Miley Cyrus'], '2vwlzO0Qp8kfEtzTsCXfyE']"
10258,Memorize your number,Leif Garrett,"['Kung Fu - 2008 Remastered Version', ['Ash'], '6lUCm1boJqJ0h7ed2VvYKC']"
10259,Aire,Pedro Marín,"['Shoop', ['Salt-N-Pepa'], '0Pu71wxadDlB8fJXfjIjeJ']"
